fix_key,content_hash,model,prompt_version,ai_found,ai_analyzed,ai_authored,ai_tooling,mentioned_only,vendor,disclosure_form,confidence,rationale
remove unnecessary (char *) casts [checksum],a1ff1cb65ee5f345,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary (char *) casts [mem],2d69518a46dd8d36,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary (char *) casts [string],49fffbc307651b5a,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary (char *) casts [xlog],1bac91e82fde71c9,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary abort() from walsndshutdown().,7e6e177e76156074,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary and problematic collate.windows.win1252 tests,51a816879c889ca4,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary array object_classes[] in dependency.c,f14de84464425d3c,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary assertion in postmaster.c,85f342681fa0059d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary backslash from copyfrom() code.,c2a87a59b15f03cc,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary break in pg_logical_replication_slot_advance(),2f5df46f5eed0879,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary call to readcheckpointrecord().,82ae21ed0ba6a8a6,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary casts,4ba912ee2d0300d2,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary casts in free() and pfree(),ac855adf1d928def,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary casts in printf format arguments (%zu/%zd),dda1f7b763b39750,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
"remove unnecessary check for null locale, per coverity.",b7fbcec1c77dce3b,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary checks for indexes for replica identity full tables.,898f6b962a1a936c,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary code from be_lo_put(),b531ea18f13d9f9c,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary code in dependency_is_compatible_expression().,4005922e326c6531,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary code to handle constr_notnull,a96c2c533f7fa172,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary complication around xmlparsebalancedchunkmemory.,9c104111e7bf4001,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary declaration of heapam_methods,e654abe72b1370d3,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary dependencies to wal_level=logical in tap tests,e6911471d991c935,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary failure cases in removerolefromobjectpolicy().,a7c005d6e7291c9c,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary gettransactionsnapshot() calls,0223a88d758a7c1d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary grammar symbols,4b586e4d899e83b7,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary heap_tuple_needs_freeze argument.,82c226fd6942d50d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
"remove unnecessary include of ""utils/fmgroids.h""",8357a01482c9d743,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary include of <math.h>,5524a35c4e8314f5,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary include of <sys/socket.h>,f58ba28598ebd7a1,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary includes of <signal.h>,30c1033d044ec633,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary list_free() calls in opentablelist().,d3451aff426cdc36,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary pageisempty() nbtree build check.,196b899c51b6b068,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary pfree() in g_intbig_compress().,d12b73cb301fcbce,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary pg_amproc brin minmax entries,b9a44fe3f9f6a595,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary pgdatabase settings from tap tests,f5021e4d09137d0c,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary pstrdup in fetch_table_list.,04c2b3f21ed94c14,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary resetpqexpbuffer call,c6112b421ff46c9e,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary semicolons after goto labels,b7bb3db402e4f5dc,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary signal handler change,64d595f3accb608b,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary smgrimmedsync() when creating unlogged table.,02607191281bc2c3,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary smgropen() calls,24b89c601b46e5e3,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary translator comment,59fd8dc92146f22d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary type violation in tsvectorrecv().,aeefd328a01e88fd,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary unbind in ldap search+bind mode,65e27a54394cf0a0,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary use of time::hires from 013_crash_restart.pl.,065c394618606044,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary uses of abs(),969efb074ff6757a,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary volatile qualifiers.,0acde86ea476b19f,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary windows-specific basebackup code.,b19c2479ba060550,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unnecessary word in a comment,9c6134e8b03bcdce,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
"remove unneeded #include",0ccb0fd911e9c79a,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unneeded assignments in for loop header,d31b8e77b0f00d0b,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unneeded casts of buffergetpage() result,5cb78ee46577e4c9,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unneeded defines from pg_config.h.in,c3cef1db32068ad1,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unneeded field from vacuum state.,3023442c10b22a7a,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unneeded header declarations in multixact.c,c593fd566da1d9d2,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unneeded include in test_slru.c,589e60becff5179b,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unneeded includes of <sys/stat.h>,dd929234e7478f39,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unneeded nbtree array preprocessing assert.,4ffdde28be188955,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unneeded nbtree latestremovedxid comments.,47563b3f6c465ebb,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unneeded null pointer checks before pqfreemem(),1408b6d8446bf599,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unneeded old_rel_pages vacuum state field.,938b0aa7ec5458a5,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unneeded probes from configure and meson,1a47a962e10c3b74,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unneeded python includes,db9b6fd6568c3135,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unneeded vacuum_delay_point from heap_vac_scan_get_next_block,3be75a2c6ff113d9,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unneeded vm pin from vm replay,c7777870f6d54188,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unneeded volatile qualifier in fmgr.c.,86589d50752c486d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unneeded volatile qualifiers from postmaster.c.,6083cbf01c016c6d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unportable test,3356a92c1706c266,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unportable use of timezone in recent test,cfa3d65ae35dd918,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unreachable error check in json_table plan transform,634ba69099d8c4d6,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unstable pg_amcheck tests.,fc71e5e2e7e35827,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unstable test for pg_statio_all_sequences stats reset,a2e088dfe24af796,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unstable test suite added by 525392d57,c3312013edc3153b,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
"remove unstable, unnecessary test; fix typo",5139bf87f39906c1,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
"remove unused #include's from backend .c files",407ec21036f957dd,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
"remove unused #include's from bin .c files",3d86f2458feab046,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
"remove unused #include's from contrib, pl, test .c files",08a2817843fad6db,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
"remove unused #include's in src/backend/utils/adt/*",d9ce19e7287a3897,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused 'countincludesself' argument to pq_sendcountedtext(),87a9ece9e5c60039,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused 'cur_skey' argument from indexscanok(),16d4e176cc7d9866,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused _bt_delitems_delete() argument.,4c2efc0a114a616b,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused and deprecated strategy numbers from brin code,b7bf983b54e68369,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused arg and dead code in set_attnotnull(),896504983f5a76d4,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
"remove unused argument ""isslice"" from transformassignmentsubscripts()",c41f77db18a09618,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
"remove unused argument ""txn"" in maybe_send_schema().",b7404c58805f32cc,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused argument from applylogicalmappingfile().,c47b7a59165a6b2c,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused argument in apply_handle_commit_internal().,4525d47457758b5f,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused argument of ataddforeignconstraint,8ce77d3960fc4abb,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused assignment in create publication grammar.,63610c8ffb7fd077,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused autovac_table.at_sharedrel,7bd449c749212c71,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused bumpblockisvalid macro,04a3d702d6453c02,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused byteasortsupport.abbreviate field,3b9f69e6145ebe22,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused check in heap_xlog_insert(),c2ce62e76dd4145e,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused chunk from standalone-profile.xsl,c1204b41a0968aa5,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused code for unlogged materialized views.,564a9b81cd80d2bf,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused code from sepgsql,bb15867d8093792d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused code related to unknown type,dc75be9e2908d477,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused column atttypmod from initial tablesync query,f2080396466ce239,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused configure variable.,6493dd287db6bf09,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused data_bufsz from decodedbkpblock struct.,58b82bd4c0cc0e39,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused directory from test/ssl .gitignore,803db2c4171a44fd,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused field from partitiondescdata struct,02dd14fd15fb39d1,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused field from subplanstate struct,bda341a65fecc9aa,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused fields from exprevalstep,6cbc2786332f38f3,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused for_all_tables field from alterpublicationstmt.,6877c2d1b84d26fa,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused function argument,c796ea8ead73fb94,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused function arguments,236ad12d25f1bd59,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused function declaration,77bf207de278ea5d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused function declaration in logicalproto.h.,32e74683e72d56f2,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused function parameter in end_parallel_vacuum.,91accdcda19a2b65,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused function parameter in get_qual_from_partbound,a523e2b28fd23d33,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused function parameters in pg_backup_archiver.c.,ba975e427140a508,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused function prototype,2f42e76e9ce3e837,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused function prototypes.,3d7b94d8eb011501,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused global variable,5a378a20f2bd6c20,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused include,2a18a07819b21be4,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused includes,bb0fdf9e8b8da192,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused latch,d1688ddfda5da084,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused macro,87e0d06e0115f159,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused module imports from tap tests,dc6ded81c39dc0ee,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused nbtree array advancement variable.,0f0e065960096f6b,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused parallelworkerinfo.pid field,684548cd36bd0782,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused parameter,38b41a48524e66f1,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused parameter from check_and_push_window_quals,bc00f7626fbc6317,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused parameter from execute_extension_script().,b4664be1ad43113d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused parameter from find_window_run_conditions(),18044fbb98f32e17,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused parameter from processslotsyncinterrupts().,db75dd7c766c08d0,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused parameter in lookup_var_attr_stats,580c0369ab431da8,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused parameters,48a3ff228307a362,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused paramlistinfo argument from execrefreshmatview.,f0fb855a4e1b2957,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused prunestate member frz_conflict_horizon,1bc4f44db779fd73,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused prunestate member rel,d5132b7acfedf655,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused regression test certificate server-ss,34e63a258e155216,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused short option from getopt_long() call,78ec58901005e0ca,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused shutdownlatchsupport() function,c015d5058a005748,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused single-byte char_is_cased() api.,0a0bf46f3dfadfdd,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused structure member in pg_createsubscriber.c.,3e20602c4268caf3,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused symbol __aarch64,23ee06167c42b67b,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused totalrows parameter in compute_expr_stats,8f830de8c7ad402e,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused tuple fetch in speculative completion,638ea764ff9a92ed,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused tuplehashtabledata->entrysize.,ec3cbb522d550e5b,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused typedefs,2ad9e40c32a6a72a,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused variable,af283dd7319c4c30,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused variable in checksum_file(),07156b5ae02092b8,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused variable in generate-lwlocknames.pl.,7284062322c26699,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused variable in recovery/t/006_logical_decoding.pl.,ad0e1958d6aaf7d5,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused wait events.,bb3dded0bf257432,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused xid parameter.,946a5df32aade27b,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
"remove unused xl_heap_prune member, reason",a0c2eb65113ff031,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove unused-and-misspelled function extern declaration.,b9d290ec687a4a53,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove use of %z in sscanf.,7eebe65dca360b02,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove use of [u]int64_format in some translatable strings,8a86c117c29b9951,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove use of deprecated containment operators in tests,482da8a0fc5a4502,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove use of perl parent module in cluster.pm,5375a45606c96d2b,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove use of pg_memory_is_all_zeros() in bufpage.c,678d5f2336c2feb0,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove use of rindex() function,89a0b4a3c9467c5d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless argument from nbtree dedup function.,30b05c862dde511e,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless argument from unpinbuffer(),502fd7fb1495be4f,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless arguments in readcheckpointrecord().,f64cd261d1888a31,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless assert,ce4814db80a223b8,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless assert.,f7360d79b574faf5,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless assertions,2a7bed16654e6cb4,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless asserts in report_namespace_conflict(),0ee90337e025300f,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless asserts in result cache code,124a0e03aa06f454,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless casting to same type,9d2e071d22ca59e2,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless casts,fd321c56db898abe,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless casts in format arguments,d9c8fba49efa94ce,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless casts to (const void *),33d6d861bc781e9e,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless casts to (void *),4b06f9fd14a13d39,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless casts to (void *) in arguments of some system functions,8fd37366f3d0db58,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless casts to (void *) in hash_search() calls,5e33da6c545c8b13,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless casts to pointer,cab9883486790522,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless character-length checks in contrib/ltree.,03596af44f085676,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless check for negative result of ip_addrsize().,b67f1af7c75adb75,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless code,d22be8935d85a6ff,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless code from createreplicationslot.,f6376ccf825abaf8,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless code in injectionpointattach(),fc0dd74ac5d975cd,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless configure check,429c661d43806c61,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless configure probe for <lz4/lz4.h>.,9e08017c46f85ecc,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless dependencies in daitch_mokotoff_header.pl.,e7e4ba54d8e52268,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless duplicate call of defgetboolean().,c3006ecfd1bed9dc,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless enable_nls conditionals,a92b62fb24161033,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless entries for aggregate functions from fmgrtab.c.,a0bb1c61b47b3ca6,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless errdetail_abort(),0d822f5372b69642,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless extern keywords,da881d2484d17591,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless fallthrough annotation,ab06808ca42e615d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless flag pvc_include_convertrowtypes.,9339dd909cefa8be,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless function declaration,6220d1ba7cf8c1d1,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless if condition,5433efdc090309fa,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless initializations,a7eb30ac5be97609,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless inline marker.,48b302cc90525a42,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless limit_option_default value from limitoption,7bd9012d94611ddb,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless lstat() call in pg_rewind.,2f6eded92e6d6d23,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless lz4 system call on failure when writing file header,58ddf4652d452693,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless member of backendparameters.,d44e3145700e7e6c,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless merge test,fee87f0ffe4067fd,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
remove useless pointer update in ginxlog.c,a0e85493aa3b747d,qwen3:30b-a3b,ai-v4,false,false,false,false,false,none,none,0.95,mentions: none
