item_ord,content_hash,model,prompt_version,category_llm,confidence,rationale
1126,a188a7c00ce60e5d,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a logical replication apply worker's behavior during errors or shutdowns, specifically preventing premature advancement of origin progress to avoid transaction loss, which is a core aspect of replication and recovery mechanisms."
1136,699dea7f921dac30,qwen3:30b-a3b,v2,Client tools,0.95,"The fix addresses a memory leak specifically in the psql client tool during repeated use of the \bind command, which falls under client tool maintenance rather than security, crashes, or other categories."
1137,08bd6ad72cb6e5c8,qwen3:30b-a3b,v2,Client tools,0.95,"The fix addresses a specific behavior in the psql client tool's \watch command, adjusting how it handles very short intervals to prevent hanging, which is a client-side usability issue."
1168,aabca326e44d28f7,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a planner error that could lead to incorrect query results due to improper handling of subqueries within outer joins, directly impacting query correctness."
1169,a483a752e5abfb82,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a potential failure to use relevant statistics for expressions, which directly impacts query planning and result accuracy, rather than security, crashes, or other categories."
1173,f1afaf7dd4a5002e,qwen3:30b-a3b,v2,Crash & corruption,0.9,"The fix addresses a scenario where the postmaster might fail to respond to client connections due to process latch issues, which could lead to unresponsiveness or crashes under heavy load."
1178,0a1d0a4c6c408382,qwen3:30b-a3b,v2,Crash & corruption,0.9,"The fix addresses a memory leak, which is a form of resource corruption that can lead to crashes or instability, rather than a security vulnerability or other category."
1198,713244866b8658c3,qwen3:30b-a3b,v2,Crash & corruption,0.9,"The fix addresses a memory leak, which is a resource management issue that can lead to crashes or corruption if not resolved."
1200,878a41d2aaf97bbd,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,The fix addresses a security-related issue by resolving search-path dependencies to prevent potential attacks and ensure compatibility with PostgreSQL v17's security restrictions on generated columns.
1202,f3fa6e00457a21d5,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses compatibility with older OpenSSL libraries during the build process on Windows, which is a platform-specific build issue."
1203,ec54ce1a60a8ab53,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses build errors related to symbol exports in Windows builds using meson, which is a platform-specific build issue."
1204,dae13f3d39e11576,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses a build-time issue with detecting a header file under MSVC, which is a platform-specific build configuration problem."
1205,60c9ad4ce0260a69,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses the installation path for pgevent during the Meson build process, aligning it with existing build systems, which is a build configuration and platform-specific adjustment."
1206,d46a7ddf0f9fb8f7,qwen3:30b-a3b,v2,Extensions & contrib,0.95,"The fix addresses the installation path for a contrib module (sepgsql.sql) during the build process, aligning with the expected directory structure for PostgreSQL extensions."
1208,3d028517bab8df0e,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses a build system issue related to detecting a system header, which falls under platform or build configuration concerns."
1216,3fc0fa748dd98a8b,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a planner issue where array_agg() was incorrectly being parallelized for anonymous record types, which could lead to incorrect results due to unsupported protocol for record type communication."
1223,26f83a0094555402,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a missing deparsing of the INDENT option in XMLSERIALIZE(), which caused incorrect results when restoring views or rules, directly impacting query output accuracy."
1224,2a60f4b874ef348a,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a planner issue where premature evaluation of aggregate function arguments could lead to incorrect results or failures due to improper handling of FILTER clauses with complex expressions, ensuring the correct order of operations for accurate query execution."
1230,c1111654c48ca140,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses WAL sender I/O statistics reporting, which is directly related to replication and recovery processes in PostgreSQL."
1232,70068ba82e5e98cc,qwen3:30b-a3b,v2,Wrong results & planner,0.8,"The fix addresses a potential infinite loop caused by an extreme value (INT_MAX) in scram_iterations, which could lead to incorrect behavior or resource exhaustion, but not directly a security issue or crash."
1233,70f8e77f4a63d96a,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses potential crashes caused by double transformation of a JSON subquery, directly targeting crash prevention."
1235,1489d1467969d22a,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a crash caused by out-of-memory conditions during GUC assignments, which directly relates to preventing crashes and potential data corruption."
1237,5b920f3719a09bc0,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses an issue with replication slots becoming invalidated and points to WAL removal, which is directly related to replication slot management and recovery processes."
1238,dee35e90a6da4d28,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a logical replication slot restoration issue on standby servers not in hot-standby mode, directly relating to replication behavior and recovery processes."
1241,5dea1ebdd189d480,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a replication origin reset issue that could cause duplicate data application, directly impacting replication consistency and recovery behavior."
1243,09c420e008ba28a2,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a logic improvement in subscription creation to prevent duplicate data from mixed-origin subscriptions, which is fundamentally about replication behavior and data consistency in a replication setup."
1279,92f0483b6a8fd92d,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses delays in launching logical replication workers, directly related to replication worker management and timing in logical replication, which falls under replication and recovery."
1280,cbe614634d85dd9e,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a use-after-free issue that could cause a crash in the WAL sender process during logical replication, which directly relates to crash prevention and data integrity."
1282,8c17cc46850481a8,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a specific issue in logical WAL sender behavior during standby server shutdown, preventing potential hangs by ensuring senders do not attempt to send data beyond what has been replayed, which is fundamentally about replication and recovery processes."
1284,2ffeb22d7d862592,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses memory leaks related to XMLSERIALIZE with INDENT, which is a functional improvement rather than a security issue, crash, or performance problem."
1311,4c7d3abe728314e3,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses a compatibility warning during the build process using Meson with MSVC, which is directly related to build configuration and platform-specific tooling."
1317,25ed1f923d7970fb,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a planner misclassification of JSON constructor expressions as strict, leading to incorrect query transformations and potentially wrong results, which aligns with the 'Wrong results & planner' category."
1345,af8d2d5a9ddc0f3a,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a specific issue in logical replication workers related to lock timeout signals, which directly impacts replication behavior and recovery processes."
1349,b986920760b9a8d6,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses logical replication slot management, which is directly related to replication functionality and recovery processes."
1353,7e637fc14d7ebe21,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a crash during testing with specific libsanitizer options, directly relating to preventing crashes in the software."
1372,5c2674526dc73c2a,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses build configuration differences between Meson and Makefile builds, specifically applying optimization flags to certain source files to ensure consistent compilation behavior."
1381,3240515b40643663,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a planner error caused by duplicate window function calls, which could lead to incorrect query execution or planner failures, directly impacting query correctness and planning behavior."
1401,6257421433b62d2e,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a logical replication issue where transaction loss could occur due to parallel worker apply failures, directly impacting replication consistency and recovery processes."
1407,8afaa625b37b155b,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix introduces a new server parameter to control file extension behavior, addressing platform-specific file system interactions without impacting security, crashes, or core functionality."
1408,ad4962aa9722b9ed,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses file handle leakage in child processes by honoring the O_CLOEXEC flag on Windows, which is a functional improvement rather than a security hardening, crash, or other category."
1409,94d8ad029eadd8e4,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses a build-related issue with parsing long options on Solaris for Meson-built executables, which is a platform-specific build problem rather than a functional or security issue."
1420,92dce9ae5d2dee4f,qwen3:30b-a3b,v2,Wrong results & planner,0.95,The fix addresses a planner error causing incorrect query results due to improper handling of NOT NULL tests in a LATERAL UNION ALL subquery.
1426,735a0530946ca7ec,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a security vulnerability where unquoted object names in logical replication origin checks could lead to arbitrary SQL execution, which is a classic injection flaw requiring security hardening."
1437,ad246c42254f43ac,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a planner failure that leads to incorrect query execution paths and unexpected errors, fundamentally about ensuring the query planner correctly handles join conditions and plan generation."
1450,255209e5df001a57,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses an incorrect output from parallelized array_agg calculations due to improper handling of null bitmaps, directly impacting result accuracy."
1451,8d3d6b08b8cdbe9f,qwen3:30b-a3b,v2,Build & platform,0.9,"The fix addresses a specific system call error handling (EINTR) in file synchronization, which relates to platform-specific behavior and build compatibility rather than security, crashes, or functional correctness."
1453,9a1b270fdc6b0cb8,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses reporting behavior of activity statistics during idle parallel apply workers, which is a functional adjustment rather than a security, crash, performance, or other core category."
1460,0a9a1d6b56e6bf3b,qwen3:30b-a3b,v2,Crash & corruption,0.9,"The fix addresses memory leaks, which are a form of resource corruption that can lead to crashes or instability, rather than being a security vulnerability or other category."
1467,bd8ce7977593fc8e,qwen3:30b-a3b,v2,Other functionality,0.95,"The fix addresses a specific behavior in pg_dumpall regarding handling role grants with dangling grantor OIDs, which is a functional adjustment rather than a security, crash, performance, or other primary category."
1505,41b4ebc8b45cd975,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a logical error in the query planner that could lead to incorrect results due to improper handling of outer join conditions, specifically when a constant value from the nullable side of an outer join isn't replaced with NULL as required."
1510,6c7dc42480b70c18,qwen3:30b-a3b,v2,Wrong results & planner,0.8,"The fix addresses a missing lock release that caused a warning and retained a lock, which impacts transaction integrity and could lead to incorrect behavior or resource leaks, but the core issue is about ensuring proper transaction handling rather than security or crashes."
1511,dcf82d575729a8d9,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses an issue where EXPLAIN failed to correctly deparsed SQL/JSON aggregates, leading to invalid node type errors, which directly impacts query planning and result accuracy."
1517,731d977ccdcab8ba,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses a scenario where a function fails to return correct results due to concurrent table drops, directly impacting query output and planner behavior."
1522,aa7ff528942b9176,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a NULL-pointer crash caused by improper handling of string category arguments without a text cast, which is a direct crash issue rather than a security vulnerability or other category."
1526,beb17d2cea61d72d,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a scenario where temporary tables from other sessions were accessible, causing inconsistent and incorrect query results, which directly relates to query result accuracy and planner behavior."
1529,c826dec193d7d5a5,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses an off-by-one error in the free space map management, which could lead to incorrect space allocation and potentially wrong query results due to mismanagement of table storage."
1535,b339144d5c9e0188,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a race condition during standby promotion affecting logical decoding, which is directly related to replication and recovery processes in PostgreSQL."
1575,3bf35b0608aba6f8,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a test error that could lead to incorrect query results and index corruption when LC_COLLATE and LC_CTYPE settings differ, directly impacting data correctness and planner behavior."
1577,ab9462c6884adbfe,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a planner issue where an IS NULL test on a NOT NULL column was incorrectly converted to constant FALSE, leading to errors in query planning and potentially incorrect query execution."
1578,23f8ce31a56a6cfc,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a potential planner crash caused by inlining a SQL function with specific array constructs, directly targeting a crash condition rather than a security issue or other category."
1579,0509f50f8e5d3760,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses incorrect query results or planner errors related to the MERGE statement's WHEN NOT MATCHED BY SOURCE clause, directly impacting query correctness and execution planning."
1581,1f2c490148d606fb,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a scenario where incorrect query results could occur due to a specific edge case in B-tree index scans, directly impacting the accuracy of query outputs."
1583,b11398dc21a02cc9,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses incorrect validation of COPY options, which affects data integrity and correctness of COPY operations, aligning with the 'Wrong results & planner' category as it ensures proper handling of data input rather than security or crash issues."
1586,ed5787f6018db8f1,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a crash caused by an invalid operation during a database alteration, specifically related to parameter lookup requiring search-path, indicating a crash vulnerability rather than a security issue or other category."
1587,906105307dc0a2b6,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses issues with index creation on partitioned tables, specifically preventing unexpected failures due to restricted search_path and ensuring correct behavior in index metadata handling, which relates to planner and result accuracy."
1588,80099225aa9d08b4,qwen3:30b-a3b,v2,Extensions & contrib,0.8,"The fix addresses a dependency issue related to partitioned tables and access methods in CREATE TABLE, which falls under extension or contrib functionality as it involves table creation mechanics and access method dependencies."
1602,938aea86070949c3,qwen3:30b-a3b,v2,Client tools,0.95,"The fix addresses a compatibility issue in the psql client tool's describe commands with older PostgreSQL server versions, specifically related to ACL display functionality."
1604,792cc893c8f3e71b,qwen3:30b-a3b,v2,Client tools,0.95,"The fix addresses a specific issue with client tools pg_basebackup and pg_receivewal failing to correctly use the ~/.pgpass file for replication passwords, which is a client-side functionality problem."
1605,a14ad73472a59d40,qwen3:30b-a3b,v2,Client tools,0.95,"The fix addresses a specific error condition in the pg_combinebackup tool, which is a client-side utility for managing backups, not a core database function or security issue."
1606,a55f6b1f9be6d350,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses a cosmetic issue in error message formatting, not a functional bug, security flaw, or performance problem."
1619,87527405395bf48e,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix reverts a change related to name truncation in connection requests, addressing a usability or compatibility issue rather than security, crashes, performance, or other core categories."
1621,ac9ba4280034e4f4,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses a naming inconsistency in the pg_stat_activity view that affects query joins, which is a minor functional adjustment rather than a security, crash, performance, or other major category."
1622,c9e88dc58b45bb90,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses an issue where the query planner might not return all matching tuples for a specific index scan condition, directly impacting query correctness."
1632,043f135224125bdf,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses a specific functionality issue in pg_get_constraintdef related to domain constraints, which falls under general functionality improvements rather than security, crashes, performance, or other defined categories."
1634,6515e1cb60877a46,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses proper handling of variable name quoting in SQL/JSON query functions, which is a functional correctness issue related to query syntax rather than security, crashes, performance, or other primary categories."
1637,7f79d87ca1c4b115,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses incorrect planning of UNION operations due to mismatched column datatypes, which could result in wrong sort operators being used, leading to potential incorrect results or crashes, but the primary focus is on the planner's behavior causing incorrect results."
1642,dda24b93e6370732,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a resource allocation issue specific to the slotsync worker process in replication, ensuring proper handling of process slots to prevent connection failures during replication operations."
1645,5603bf4b3258e0ef,qwen3:30b-a3b,v2,Performance,0.9,"The fix addresses a miscalculation in SLRU bank numbers that caused increased contention, which directly impacts performance by reducing efficiency in memory management."
1652,ed11bde13e4264f9,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a crash condition triggered by a background process checking a new value of synchronized_standby_slots, directly preventing a crash."
1655,ab090c011ea998c4,qwen3:30b-a3b,v2,Crash & corruption,0.9,"The fix addresses a potential use-after-free issue in parallel vacuum, which is a memory safety hazard that could lead to crashes or data corruption."
1661,8d287f38c9f69ba7,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses valgrind complaints related to string hashing code, which pertains to build-time or platform-specific issues rather than security, crashes, or functional correctness."
1664,8859eb5ec417fa6d,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses a scenario where pre-existing data would be overwritten with zeroes during a bulk write operation, leading to incorrect data preservation and potential data loss, which falls under wrong results due to improper handling of data during write operations."
1665,f77f550b492149ec,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a potential crash scenario when iterating over a shared radix tree not created by the process, which directly relates to preventing crashes in edge cases, even if the core code doesn't trigger it."
1671,71efc42df08c5e3a,qwen3:30b-a3b,v2,Client tools,0.95,"The fix adds tab completion for COPY (MERGE INTO) in psql, which is a client tool feature, not related to security, crashes, or other categories."
1680,5c04659e5d4279ec,qwen3:30b-a3b,v2,Wrong results & planner,0.8,"The fix addresses a version mismatch between SQL declarations and the shared library, which could lead to a crash, but the primary focus is on preventing incorrect behavior (crash) by throwing an error, not on security or memory safety."
1681,3e14c8f40431e34a,qwen3:30b-a3b,v2,Replication & recovery,0.9,"The fix addresses a race condition in canceling remote queries via postgres_fdw, which relates to query management and coordination between local and remote servers, falling under replication and recovery mechanisms."
1689,ae876fdf2f20454b,qwen3:30b-a3b,v2,Crash & corruption,0.9,"The fix addresses a memory leak, which is a form of resource corruption that can lead to crashes or instability, rather than being a security issue or other category."
1698,8d241186b2636e3b,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses incorrect handling of casts in JSON constructor expressions, which would lead to erroneous query results or planner behavior, not a crash, security issue, or other category."
1708,ea33bda45304d82f,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a planner error where NOT NULL constraints were incorrectly discarded in outer join scenarios, leading to potentially incorrect query results due to flawed optimization decisions."
1709,ac580b151857cf64,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses incorrect query optimization due to IS [NOT] NULL tests on composite values, which directly impacts query result accuracy and planner behavior."
1711,b1bc25d708c24b7a,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses an incorrect row count estimation in the query planner due to improper handling of fillfactor, directly impacting query planning accuracy."
1718,48af06cb81f79e23,qwen3:30b-a3b,v2,Performance,0.9,"The fix addresses handling of io_combine_limit during queries, which relates to optimizing I/O operations for better performance."
1724,0d4af13add821e0d,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a crash during planning caused by over-enthusiastic freeing of SpecialJoinInfo structs, which is a direct crash issue rather than a security or other category."
1730,b95fe1a384a2d022,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a crash occurring during logical replication when a subscriber's partitioned table includes a BRIN index, directly relating to a crash condition."
1734,df7754b838661e8a,qwen3:30b-a3b,v2,Crash & corruption,0.9,"The fix ensures proper initialization of the SMgrRelation object before calling a callback, preventing potential crashes or corruption if the callback fails."
1737,fa5ba8fe3f0c8431,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses an assertion failure during parallel vacuum operations, which is a crash-related issue rather than a security vulnerability or other category."
1743,7beee9f236c3da59,qwen3:30b-a3b,v2,Performance,0.95,"The fix addresses the scheduling of parallel reindex operations, which directly impacts the efficiency and speed of database reindexing, making it a performance-related improvement."
1746,238e04fa721258f2,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses unexpected expression errors in subquery output, which relates to query planning and result correctness."
1747,893528fc06a04f51,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses a build failure caused by an outdated libpq_fe.h header file, which is a platform or build-related issue rather than a functional or security concern."
1749,42a91c9223ca8f3c,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses a valgrind labeling issue related to per-buffer data in an extension, not core functionality or security, and does not impact released versions of PostgreSQL."
1750,8d287f38c9f69ba7,qwen3:30b-a3b,v2,Build & platform,0.95,"The fix addresses valgrind complaints related to string hashing code, which pertains to build-time or platform-specific issues rather than security, crashes, or functional correctness."
1756,e71f7ac6e31148b4,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses a scenario where MERGE operations with concurrent updates and triggers could lead to incorrect execution of actions (e.g., wrong delete or update), fundamentally impacting result correctness rather than causing crashes or security issues."
1764,69edf2322750a24a,qwen3:30b-a3b,v2,Wrong results & planner,0.8,"The fix addresses an issue where the free-space map (FSM) wasn't updated during vacuuming for tables without indexes, which could lead to suboptimal space management and potentially incorrect planner decisions due to outdated FSM data."
1769,87b960189dd7efcd,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses inconsistent spelling of LWLock names, which affects monitoring and display but does not relate to security, crashes, performance, or other core categories."
1775,fd13cdf0107ec661,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a misconfiguration issue in replication slot synchronization, specifically preventing an unexpected server shutdown when sync_replication_slots is enabled with insufficient wal_level, which is fundamentally about replication behavior and recovery mechanisms."
1784,fdeae847272eed56,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a potential crash due to out-of-memory conditions during large memory allocations, which directly relates to crash prevention rather than security or other categories."
1791,7a2f87f7e45e150e,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses a crash in libpq's PQcancelCreate() function when using hostaddr, which is a direct crash issue rather than a security vulnerability or other category."
1798,8d77a59ca1046317,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a specific issue in replication where a transaction was being replayed twice during subscription initialization, directly impacting replication consistency and recovery processes."
1799,13445d8543167210,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix ensures pg_dump correctly handles comments on domain types' not-null constraints, which is a functional enhancement to the tool's behavior rather than addressing security, crashes, performance, or other core categories."
1802,30b1605ccc3e099c,qwen3:30b-a3b,v2,Client tools,0.95,"The fix addresses a parsing issue in pg_dump filter files, which is a client tool used for database backups, making it a client tool category fix."
1803,4550483aba0eb0ef,qwen3:30b-a3b,v2,Extensions & contrib,0.9,"The fix addresses an issue with pg_restore's handling of large objects in directory-format dumps, which is related to the functionality of a client tool (pg_restore) and its interaction with dump formats, falling under 'Extensions & contrib' as it involves a utility tool's behavior."
1805,0fb428fb8eed58e6,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a requirement related to replication slot configuration during database upgrades, specifically concerning the 'max_slot_wal_keep_size' parameter, which is directly tied to replication and recovery mechanisms in PostgreSQL."
1810,d73ffcd16e9fefeb,qwen3:30b-a3b,v2,Wrong results & planner,0.8,"The fix addresses an error condition where a function (pg_prewarm) was applied to an invalid object (a view without storage), which could lead to incorrect behavior or unexpected results, rather than a crash or security issue."
1824,e0da75bc87662c3b,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses an issue where SQL/JSON functions with DEFAULT clauses containing COLLATE expressions caused unrecognized node type errors, which affects query execution and result correctness."
1842,a6d10baa61628545,qwen3:30b-a3b,v2,Crash & corruption,0.9,"The fix addresses a potential use-after-free issue in parallel vacuum, which is a memory safety concern that could lead to crashes or data corruption, though the bug is noted as having no consequences in standard builds."
1846,23d547c5770fabcd,qwen3:30b-a3b,v2,Replication & recovery,0.9,"The fix addresses a memory leak in the startup process of a standby server, which directly impacts replication and recovery operations by preventing hashtable bloat that could occur during prolonged standby operation."
1854,a93cc4ff3c3021ad,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses an issue related to replication slots in synchronous standby configurations, which is a core aspect of replication and recovery mechanisms in PostgreSQL."
1870,97847293f24769c4,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses an issue where pg_dump failed to correctly preserve non-inherited not-null constraints on inherited table columns, which would lead to incorrect data integrity when restoring from a dump, fundamentally affecting the correctness of the data representation."
1879,8e076426c7e17c58,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses a memory leakage issue in pg_combinebackup, which is a utility tool, not a security vulnerability, crash, or performance issue."
1899,1fea7cde133cbdc0,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses an incorrect count of skipped tuples in EXPLAIN ANALYZE output, which directly relates to the planner's behavior and the accuracy of query result reporting."
1902,25f0124aface89a0,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses an issue with incremental backups and restoration, specifically related to pg_combinebackup failing when a large table is truncated during the backup process, which is a recovery-related problem."
1910,4762286f9bce26e7,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix allows retrying initialization of a DSM registry entry, which is a functional enhancement to the dynamic shared memory system without addressing security, crashes, or other primary categories."
1918,80732debd7faf360,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a specific issue in logical replication slot synchronization worker processes related to handling LOCK_TIMEOUT signals, which is fundamentally about ensuring correct replication behavior and recovery mechanisms."
1920,deb647b0828f434f,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses incorrect error reporting for SQL/JSON path type mismatches, which affects the correctness of query results and error messages, aligning with the 'Wrong results & planner' category as it pertains to the planner's handling of type mismatches."
1929,80d293d65ddc8103,qwen3:30b-a3b,v2,Crash & corruption,0.95,"The fix addresses an assertion failure during pg_dump in binary-upgrade mode, which is a crash-related issue rather than a security vulnerability or other category."
1930,c0c96a361c484544,qwen3:30b-a3b,v2,Client tools,0.95,"The fix addresses an error handling issue specifically within the pgbench client tool when processing multiple \syncpipeline commands, which is a client-side utility for benchmarking PostgreSQL."
1946,87d1daeb8c587342,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a SQL injection vulnerability by properly quoting subscription names, which is a security hardening measure rather than a crash or other issue."
1975,3eb128ecdbfe3b66,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses an issue in query planning related to array length estimation, which would lead to incorrect results or planner behavior when dealing with relation IDs."
1977,8bbcc1cceb135945,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses incorrect handling of numeric tokens in the JSON parser, which could lead to accepting invalid numbers and subsequent failures, indicating a potential for wrong results in query processing."
1978,01479fbeb8ce3566,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses a non-critical inefficiency in disk space usage during backup restoration, not a security flaw, crash, corruption, or other primary category."
1979,c6967e3410155ccf,qwen3:30b-a3b,v2,Replication & recovery,0.9,"The fix addresses a specific issue during physical replication startup by ensuring consistent collation usage in catalog cache lookups, directly impacting replication behavior."
1980,84ec7561dc136050,qwen3:30b-a3b,v2,Replication & recovery,0.95,"The fix addresses a replication issue where a stuck worker process delays standby server promotion, directly impacting replication and recovery workflows."
1981,3819564096120921,qwen3:30b-a3b,v2,Other functionality,0.9,"The fix addresses excessive log output from idle slot sync worker processes, which is a non-critical operational issue related to logging behavior rather than security, crashes, performance, or other core categories."
1986,fd736635082786c5,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix addresses visibility issues in transaction row locks, which directly impacts the correctness of query results and transaction visibility, a core aspect of the planner and query execution."
2036,355006fa2d121a50,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses an issue with attaching partitions of indexes that are exclusion constraints, which affects the correctness of data operations and the planner's handling of partitioned indexes, rather than security, crashes, or other categories."
2044,3511bcfc7770ab99,qwen3:30b-a3b,v2,Security hardening (no CVE),0.95,"The fix addresses a potential security vulnerability related to handling truncated UTF-8 characters in case-conversion logic, which could lead to memory safety issues or unexpected behavior in string processing."
2050,a34742d40e3cc98a,qwen3:30b-a3b,v2,Wrong results & planner,0.9,"The fix addresses an issue where the jsonpath '.decimal' method incorrectly threw errors for invalid precision/scale, which affects the correctness of query results rather than security, crashes, or other categories."
2052,a02a8f768054b49b,qwen3:30b-a3b,v2,Wrong results & planner,0.95,"The fix ensures that SQL/JSON default values are correctly coerced to the target column's typmod, addressing a potential issue where the declared precision and scale were not applied, which could lead to incorrect data handling or results."
